month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2017-05,PASIR RIS,4 ROOM,105,PASIR RIS ST 12,10 TO 12,104,Model A,1989,70 years 09 months,420000
2017-05,PASIR RIS,4 ROOM,760,PASIR RIS ST 71,10 TO 12,104,Model A,1996,78 years 04 months,422000
2017-05,PASIR RIS,4 ROOM,626,PASIR RIS DR 3,07 TO 09,104,Model A,1995,77 years 02 months,423888
2017-05,PASIR RIS,4 ROOM,521,PASIR RIS ST 52,07 TO 09,106,Model A,1993,75 years 07 months,430000
2017-05,PASIR RIS,4 ROOM,216,PASIR RIS ST 21,10 TO 12,108,Model A,1993,75 years 02 months,438000
2017-05,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,07 TO 09,106,Model A,1989,70 years 10 months,440000
2017-05,PASIR RIS,4 ROOM,571,PASIR RIS ST 53,13 TO 15,108,Model A,1995,77 years 05 months,460000
2017-05,PASIR RIS,4 ROOM,440,PASIR RIS DR 4,07 TO 09,106,Model A,1989,71 years,462500
2017-05,PASIR RIS,4 ROOM,414,PASIR RIS DR 6,13 TO 15,113,Model A,1990,71 years 10 months,480000
2017-05,PASIR RIS,4 ROOM,640,PASIR RIS DR 1,13 TO 15,104,Model A,1995,76 years 11 months,488000
2017-05,PASIR RIS,5 ROOM,142,PASIR RIS ST 11,04 TO 06,128,Improved,1994,75 years 11 months,425000
2017-05,PASIR RIS,5 ROOM,118,PASIR RIS ST 11,01 TO 03,123,Improved,1989,71 years 02 months,430000
2017-05,PASIR RIS,5 ROOM,725,PASIR RIS ST 72,01 TO 03,124,Improved,1996,78 years 03 months,445000
2017-05,PASIR RIS,5 ROOM,234,PASIR RIS DR 4,07 TO 09,128,Improved,1993,75 years 03 months,455000
2017-05,PASIR RIS,5 ROOM,568,PASIR RIS ST 51,07 TO 09,123,Improved,1992,74 years 09 months,459000
2017-05,PASIR RIS,5 ROOM,564,PASIR RIS ST 51,01 TO 03,122,Improved,1992,74 years 07 months,460000
2017-05,PASIR RIS,5 ROOM,273,PASIR RIS ST 21,04 TO 06,126,Improved,1994,75 years 11 months,465000
2017-05,PASIR RIS,5 ROOM,709,PASIR RIS DR 10,10 TO 12,123,Improved,1996,77 years 08 months,466000
2017-05,PASIR RIS,5 ROOM,115,PASIR RIS ST 11,01 TO 03,132,Improved,1989,70 years 11 months,470000
2017-05,PASIR RIS,5 ROOM,487,PASIR RIS DR 4,04 TO 06,120,Improved,1992,74 years 08 months,477000
2017-05,PASIR RIS,5 ROOM,752,PASIR RIS ST 71,01 TO 03,127,Improved,1996,78 years 06 months,480000
2017-05,PASIR RIS,5 ROOM,745,PASIR RIS ST 71,07 TO 09,127,Improved,1996,78 years 04 months,485000
2017-05,PASIR RIS,5 ROOM,632,PASIR RIS DR 3,13 TO 15,122,Improved,1995,77 years 02 months,492000
2017-05,PASIR RIS,5 ROOM,407,PASIR RIS DR 6,04 TO 06,122,Improved,1990,71 years 10 months,499000
2017-05,PASIR RIS,5 ROOM,194,PASIR RIS ST 12,04 TO 06,140,Model A,1993,75 years 05 months,520000
2017-05,PASIR RIS,5 ROOM,610,ELIAS RD,07 TO 09,135,Model A,1995,77 years 02 months,545000
2017-05,PASIR RIS,5 ROOM,576,PASIR RIS ST 53,04 TO 06,124,Improved,1995,77 years 05 months,560000
2017-05,PASIR RIS,EXECUTIVE,248,PASIR RIS ST 21,10 TO 12,150,Apartment,1993,75 years 02 months,520000
2017-05,PASIR RIS,EXECUTIVE,240,PASIR RIS ST 21,10 TO 12,146,Apartment,1993,75 years 02 months,538000
2017-05,PASIR RIS,EXECUTIVE,210,PASIR RIS ST 21,10 TO 12,147,Apartment,1993,75 years 04 months,545000
2017-05,PASIR RIS,EXECUTIVE,241,PASIR RIS ST 21,07 TO 09,158,Apartment,1993,75 years 02 months,555000
2017-05,PASIR RIS,EXECUTIVE,456,PASIR RIS DR 4,04 TO 06,146,Apartment,1992,74 years 07 months,560000
2017-05,PASIR RIS,EXECUTIVE,247,PASIR RIS ST 21,07 TO 09,149,Apartment,1993,75 years 02 months,565000
2017-05,PASIR RIS,EXECUTIVE,157,PASIR RIS ST 13,07 TO 09,152,Apartment,1995,76 years 09 months,600000
2017-05,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,10 TO 12,146,Maisonette,1988,70 years 06 months,619000
2017-05,PASIR RIS,EXECUTIVE,204,PASIR RIS ST 21,07 TO 09,147,Apartment,1993,75 years 04 months,620000
2017-05,PASIR RIS,EXECUTIVE,538,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,74 years 07 months,620000
2017-05,PASIR RIS,EXECUTIVE,715,PASIR RIS ST 72,13 TO 15,148,Apartment,1996,78 years 01 month,625000
2017-05,PASIR RIS,EXECUTIVE,422,PASIR RIS DR 6,10 TO 12,151,Maisonette,1989,71 years 05 months,660000
2017-05,PASIR RIS,EXECUTIVE,604,ELIAS RD,13 TO 15,149,Apartment,1995,76 years 10 months,685000
2017-05,PASIR RIS,EXECUTIVE,534,PASIR RIS DR 1,07 TO 09,146,Apartment,1992,74 years 07 months,695000
2017-05,PASIR RIS,EXECUTIVE,547,PASIR RIS ST 51,10 TO 12,149,Maisonette,1992,74 years 07 months,700000
2017-05,PASIR RIS,EXECUTIVE,408,PASIR RIS DR 6,10 TO 12,147,Maisonette,1990,71 years 11 months,740000
2017-05,PASIR RIS,EXECUTIVE,534,PASIR RIS DR 1,10 TO 12,154,Maisonette,1992,74 years 07 months,765000
2017-06,PASIR RIS,3 ROOM,1,CHANGI VILLAGE RD,01 TO 03,77,Improved,1980,62 years 01 month,320000
2017-06,PASIR RIS,4 ROOM,426,PASIR RIS DR 6,07 TO 09,84,Simplified,1988,70 years 04 months,363000
2017-06,PASIR RIS,4 ROOM,709,PASIR RIS DR 10,04 TO 06,104,Model A,1996,77 years 07 months,375000
2017-06,PASIR RIS,4 ROOM,482,PASIR RIS DR 4,10 TO 12,103,Model A,1989,71 years 05 months,375000
2017-06,PASIR RIS,4 ROOM,724,PASIR RIS ST 72,04 TO 06,104,Model A,1996,78 years 02 months,380000
2017-06,PASIR RIS,4 ROOM,759,PASIR RIS ST 71,04 TO 06,104,Model A,1996,78 years 06 months,382000
2017-06,PASIR RIS,4 ROOM,554,PASIR RIS ST 51,04 TO 06,104,Model A,1992,74 years 06 months,385000
2017-06,PASIR RIS,4 ROOM,635,PASIR RIS DR 1,04 TO 06,104,Model A,1995,77 years 01 month,390000
2017-06,PASIR RIS,4 ROOM,428,PASIR RIS DR 6,01 TO 03,104,Model A,1990,71 years 07 months,395000
2017-06,PASIR RIS,4 ROOM,126,PASIR RIS ST 11,04 TO 06,105,Model A,1989,71 years,400000
2017-06,PASIR RIS,4 ROOM,229,PASIR RIS ST 21,13 TO 15,107,Model A,1993,75 years 01 month,400000
2017-06,PASIR RIS,4 ROOM,770,PASIR RIS ST 71,04 TO 06,104,Model A,1996,78 years 02 months,400000
2017-06,PASIR RIS,4 ROOM,121,PASIR RIS ST 11,07 TO 09,104,Model A,1989,70 years 10 months,405000
2017-06,PASIR RIS,4 ROOM,211,PASIR RIS ST 21,04 TO 06,108,Model A,1993,75 years 01 month,408000
2017-06,PASIR RIS,4 ROOM,763,PASIR RIS ST 71,13 TO 15,106,Model A,1996,78 years 03 months,408000
2017-06,PASIR RIS,4 ROOM,469,PASIR RIS DR 6,04 TO 06,105,Model A,1989,71 years 02 months,410000
2017-06,PASIR RIS,4 ROOM,103,PASIR RIS ST 12,01 TO 03,103,Model A,1989,70 years 10 months,410000
2017-06,PASIR RIS,4 ROOM,751,PASIR RIS ST 71,01 TO 03,105,Model A,1996,78 years 05 months,410000
2017-06,PASIR RIS,4 ROOM,409,PASIR RIS DR 6,01 TO 03,106,Model A,1989,71 years 06 months,426000
2017-06,PASIR RIS,4 ROOM,416,PASIR RIS DR 6,07 TO 09,103,Model A,1989,71 years 06 months,430000
2017-06,PASIR RIS,4 ROOM,718,PASIR RIS ST 72,07 TO 09,111,Model A,1996,78 years 01 month,435000
2017-06,PASIR RIS,4 ROOM,479,PASIR RIS DR 4,07 TO 09,105,Model A,1992,74 years 06 months,445000
2017-06,PASIR RIS,4 ROOM,414,PASIR RIS DR 6,04 TO 06,113,Model A,1990,71 years 09 months,447000
2017-06,PASIR RIS,5 ROOM,707,PASIR RIS DR 10,01 TO 03,126,Improved,1996,77 years 08 months,440000
2017-06,PASIR RIS,5 ROOM,766,PASIR RIS ST 71,07 TO 09,127,Improved,1996,78 years 04 months,458000
2017-06,PASIR RIS,5 ROOM,719,PASIR RIS ST 72,07 TO 09,124,Improved,1996,78 years 01 month,460000
2017-06,PASIR RIS,5 ROOM,182,PASIR RIS ST 11,01 TO 03,123,Improved,1993,75 years 02 months,460000
2017-06,PASIR RIS,5 ROOM,554,PASIR RIS ST 51,10 TO 12,123,Improved,1992,74 years 06 months,470000
2017-06,PASIR RIS,5 ROOM,198,PASIR RIS ST 12,01 TO 03,128,Improved,1993,75 years 03 months,475000
2017-06,PASIR RIS,5 ROOM,743,PASIR RIS ST 71,10 TO 12,127,Improved,1996,78 years 03 months,485000
2017-06,PASIR RIS,5 ROOM,274,PASIR RIS ST 21,07 TO 09,125,Improved,1994,75 years 10 months,488000
2017-06,PASIR RIS,5 ROOM,744,PASIR RIS ST 71,16 TO 18,123,Improved,1996,78 years 03 months,498000
2017-06,PASIR RIS,5 ROOM,185,PASIR RIS ST 11,10 TO 12,140,Model A,1993,75 years 01 month,510000
2017-06,PASIR RIS,5 ROOM,405,PASIR RIS DR 6,13 TO 15,124,Improved,1989,71 years 06 months,530000
2017-06,PASIR RIS,5 ROOM,564,PASIR RIS ST 51,07 TO 09,123,Improved,1992,74 years 06 months,550000
2017-06,PASIR RIS,EXECUTIVE,240,PASIR RIS ST 21,01 TO 03,146,Apartment,1993,75 years 01 month,505000
2017-06,PASIR RIS,EXECUTIVE,241,PASIR RIS ST 21,07 TO 09,158,Apartment,1993,75 years 01 month,565000
2017-06,PASIR RIS,EXECUTIVE,236,PASIR RIS ST 21,10 TO 12,148,Apartment,1993,75 years 01 month,570000
2017-06,PASIR RIS,EXECUTIVE,223,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,75 years 01 month,590000
2017-06,PASIR RIS,EXECUTIVE,210,PASIR RIS ST 21,10 TO 12,148,Apartment,1993,75 years 03 months,610000
2017-06,PASIR RIS,EXECUTIVE,218,PASIR RIS ST 21,04 TO 06,149,Apartment,1993,75 years 02 months,620000
2017-06,PASIR RIS,EXECUTIVE,508,PASIR RIS ST 52,10 TO 12,145,Apartment,1993,75 years 03 months,630000
2017-06,PASIR RIS,EXECUTIVE,408,PASIR RIS DR 6,04 TO 06,147,Maisonette,1990,71 years 10 months,645000
2017-06,PASIR RIS,EXECUTIVE,541,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,74 years 06 months,670000
2017-06,PASIR RIS,EXECUTIVE,501,PASIR RIS ST 52,10 TO 12,146,Apartment,1993,75 years 06 months,682000
2017-06,PASIR RIS,EXECUTIVE,578,PASIR RIS ST 53,10 TO 12,144,Apartment,1995,77 years 04 months,708000
2017-06,PASIR RIS,EXECUTIVE,547,PASIR RIS ST 51,10 TO 12,147,Apartment,1992,74 years 06 months,728000
2017-06,PASIR RIS,EXECUTIVE,540,PASIR RIS ST 51,10 TO 12,144,Apartment,1992,74 years 06 months,740000
2017-07,PASIR RIS,3 ROOM,5,CHANGI VILLAGE RD,01 TO 03,66,Improved,1981,63 years,295000
2017-07,PASIR RIS,4 ROOM,427,PASIR RIS DR 6,04 TO 06,84,Simplified,1988,70 years 03 months,330000
2017-07,PASIR RIS,4 ROOM,426,PASIR RIS DR 6,10 TO 12,84,Simplified,1988,70 years 03 months,359000
2017-07,PASIR RIS,4 ROOM,752,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 04 months,370000
2017-07,PASIR RIS,4 ROOM,118,PASIR RIS ST 11,04 TO 06,105,Model A,1989,71 years,385000
2017-07,PASIR RIS,4 ROOM,770,PASIR RIS ST 71,13 TO 15,105,Model A,1996,78 years 01 month,385000
2017-07,PASIR RIS,4 ROOM,215,PASIR RIS ST 21,07 TO 09,108,Model A,1993,75 years,390000
2017-07,PASIR RIS,4 ROOM,641,PASIR RIS DR 1,01 TO 03,104,Model A,1995,77 years,395000
2017-07,PASIR RIS,4 ROOM,254,PASIR RIS ST 21,04 TO 06,106,Model A,1993,75 years 05 months,395000
2017-07,PASIR RIS,4 ROOM,274,PASIR RIS ST 21,01 TO 03,107,Model A,1994,75 years 09 months,395000
2017-07,PASIR RIS,4 ROOM,772,PASIR RIS ST 71,13 TO 15,105,Model A,1996,78 years 01 month,396000
2017-07,PASIR RIS,4 ROOM,515,PASIR RIS ST 52,04 TO 06,106,Model A,1993,75 years 05 months,400000
2017-07,PASIR RIS,4 ROOM,405,PASIR RIS DR 6,07 TO 09,111,Model A,1989,71 years 05 months,400888
2017-07,PASIR RIS,4 ROOM,450,PASIR RIS DR 6,01 TO 03,105,Model A,1989,71 years 02 months,405000
2017-07,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,07 TO 09,104,Model A,1995,77 years,410000
2017-07,PASIR RIS,4 ROOM,768,PASIR RIS ST 71,13 TO 15,104,Model A,1996,78 years 01 month,410000
2017-07,PASIR RIS,4 ROOM,758,PASIR RIS ST 71,07 TO 09,104,Model A,1996,78 years 04 months,418000
2017-07,PASIR RIS,4 ROOM,485,PASIR RIS DR 4,01 TO 03,109,Model A,1992,74 years 05 months,425000
2017-07,PASIR RIS,4 ROOM,472,PASIR RIS DR 6,10 TO 12,103,Model A,1989,71 years,430000
2017-07,PASIR RIS,4 ROOM,419,PASIR RIS DR 6,07 TO 09,104,Model A,1989,70 years 11 months,435000
2017-07,PASIR RIS,4 ROOM,417,PASIR RIS DR 6,07 TO 09,105,Model A,1990,71 years 06 months,436000
2017-07,PASIR RIS,4 ROOM,415,PASIR RIS DR 6,10 TO 12,113,Model A,1990,71 years 08 months,438888
2017-07,PASIR RIS,4 ROOM,467,PASIR RIS DR 6,10 TO 12,116,Model A,1989,70 years 11 months,440000
2017-07,PASIR RIS,4 ROOM,481,PASIR RIS DR 4,07 TO 09,105,Model A,1992,74 years 05 months,443000
2017-07,PASIR RIS,4 ROOM,409,PASIR RIS DR 6,07 TO 09,105,Model A,1989,71 years 05 months,455000
2017-07,PASIR RIS,4 ROOM,574,PASIR RIS ST 53,13 TO 15,110,Model A,1995,77 years 03 months,480000
2017-07,PASIR RIS,5 ROOM,188,PASIR RIS ST 12,13 TO 15,123,Improved,1993,75 years 02 months,450000
2017-07,PASIR RIS,5 ROOM,706,PASIR RIS DR 10,01 TO 03,127,Improved,1996,77 years 06 months,455000
2017-07,PASIR RIS,5 ROOM,557,PASIR RIS ST 51,04 TO 06,122,Improved,1993,75 years,463800
2017-07,PASIR RIS,5 ROOM,743,PASIR RIS ST 71,04 TO 06,125,Improved,1996,78 years 02 months,465000
2017-07,PASIR RIS,5 ROOM,551,PASIR RIS ST 51,04 TO 06,123,Improved,1992,74 years 05 months,470000
2017-07,PASIR RIS,5 ROOM,232,PASIR RIS DR 4,07 TO 09,125,Improved,1993,74 years 11 months,478000
2017-07,PASIR RIS,5 ROOM,708,PASIR RIS DR 10,01 TO 03,127,Improved,1996,77 years 06 months,482000
2017-07,PASIR RIS,5 ROOM,556,PASIR RIS ST 51,07 TO 09,123,Improved,1992,74 years 06 months,505000
2017-07,PASIR RIS,5 ROOM,514,PASIR RIS ST 52,04 TO 06,128,Improved,1993,75 years 06 months,518000
2017-07,PASIR RIS,EXECUTIVE,236,PASIR RIS ST 21,04 TO 06,146,Apartment,1993,75 years,520000
2017-07,PASIR RIS,EXECUTIVE,218,PASIR RIS ST 21,07 TO 09,147,Apartment,1993,75 years,535000
2017-07,PASIR RIS,EXECUTIVE,160,PASIR RIS ST 13,01 TO 03,146,Apartment,1995,76 years 07 months,540000
2017-07,PASIR RIS,EXECUTIVE,206,PASIR RIS ST 21,01 TO 03,148,Apartment,1993,75 years 02 months,540000
2017-07,PASIR RIS,EXECUTIVE,136,PASIR RIS ST 11,07 TO 09,147,Apartment,1994,76 years 03 months,580000
2017-07,PASIR RIS,EXECUTIVE,646,PASIR RIS DR 10,07 TO 09,146,Apartment,1995,77 years 03 months,595000
2017-07,PASIR RIS,EXECUTIVE,250,PASIR RIS ST 21,13 TO 15,149,Apartment,1993,75 years,595000
2017-07,PASIR RIS,EXECUTIVE,717,PASIR RIS ST 72,04 TO 06,146,Apartment,1996,78 years,600000
2017-07,PASIR RIS,EXECUTIVE,603,ELIAS RD,04 TO 06,149,Maisonette,1995,76 years 08 months,630000
2017-07,PASIR RIS,EXECUTIVE,457,PASIR RIS DR 4,10 TO 12,147,Apartment,1992,74 years 05 months,635000
2017-07,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,10 TO 12,146,Maisonette,1988,70 years 04 months,635000
2017-07,PASIR RIS,EXECUTIVE,235,PASIR RIS ST 21,10 TO 12,146,Apartment,1993,75 years,643880
2017-07,PASIR RIS,EXECUTIVE,116,PASIR RIS ST 11,01 TO 03,145,Maisonette,1989,70 years 06 months,660000
2017-07,PASIR RIS,EXECUTIVE,585,PASIR RIS ST 53,04 TO 06,146,Maisonette,1995,77 years 04 months,668888
2017-07,PASIR RIS,EXECUTIVE,408,PASIR RIS DR 6,10 TO 12,147,Maisonette,1990,71 years 09 months,778000
2017-08,PASIR RIS,3 ROOM,5,CHANGI VILLAGE RD,01 TO 03,66,Improved,1981,63 years,255000
2017-08,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,07 TO 09,105,Model A,1989,70 years 08 months,363000
2017-08,PASIR RIS,4 ROOM,482,PASIR RIS DR 4,04 TO 06,103,Model A,1989,71 years 03 months,368000
2017-08,PASIR RIS,4 ROOM,631,PASIR RIS DR 3,01 TO 03,104,Model A,1995,76 years 11 months,370000
2017-08,PASIR RIS,4 ROOM,632,PASIR RIS DR 3,01 TO 03,104,Model A,1995,76 years 11 months,370000
2017-08,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,01 TO 03,106,Model A,1989,70 years 07 months,380000
2017-08,PASIR RIS,4 ROOM,150,PASIR RIS ST 13,04 TO 06,116,Model A,1995,76 years 06 months,383000
2017-08,PASIR RIS,4 ROOM,747,PASIR RIS ST 71,07 TO 09,105,Model A,1996,78 years 03 months,385000
2017-08,PASIR RIS,4 ROOM,411,PASIR RIS DR 6,01 TO 03,106,Model A,1990,71 years 06 months,390000
2017-08,PASIR RIS,4 ROOM,446,PASIR RIS DR 6,07 TO 09,94,New Generation,1989,71 years 02 months,390000
2017-08,PASIR RIS,4 ROOM,762,PASIR RIS ST 71,01 TO 03,106,Model A,1996,78 years 01 month,390000
2017-08,PASIR RIS,4 ROOM,487,PASIR RIS DR 4,10 TO 12,104,Model A,1992,74 years 04 months,395000
2017-08,PASIR RIS,4 ROOM,749,PASIR RIS ST 71,10 TO 12,105,Model A,1996,78 years 03 months,400000
2017-08,PASIR RIS,4 ROOM,519,PASIR RIS ST 52,04 TO 06,106,Model A,1993,75 years 05 months,405000
2017-08,PASIR RIS,4 ROOM,213,PASIR RIS ST 21,07 TO 09,106,Model A,1993,74 years 11 months,408000
2017-08,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,04 TO 06,106,Model A,1989,70 years 07 months,409000
2017-08,PASIR RIS,4 ROOM,103,PASIR RIS ST 12,13 TO 15,103,Model A,1989,70 years 08 months,426000
2017-08,PASIR RIS,4 ROOM,428,PASIR RIS DR 6,04 TO 06,104,Model A,1990,71 years 05 months,430000
2017-08,PASIR RIS,4 ROOM,451,PASIR RIS DR 6,07 TO 09,112,Model A,1989,71 years 01 month,431000
2017-08,PASIR RIS,4 ROOM,450,PASIR RIS DR 6,10 TO 12,103,Model A,1989,71 years 01 month,438000
2017-08,PASIR RIS,4 ROOM,214,PASIR RIS ST 21,07 TO 09,106,Model A,1993,74 years 11 months,438000
2017-08,PASIR RIS,4 ROOM,569,PASIR RIS ST 51,13 TO 15,104,Model A,1992,74 years 04 months,445000
2017-08,PASIR RIS,4 ROOM,405,PASIR RIS DR 6,13 TO 15,113,Model A,1989,71 years 04 months,469000
2017-08,PASIR RIS,4 ROOM,405,PASIR RIS DR 6,13 TO 15,113,Model A,1989,71 years 04 months,469000
2017-08,PASIR RIS,5 ROOM,193,PASIR RIS ST 12,01 TO 03,126,Improved,1993,75 years 01 month,400000
2017-08,PASIR RIS,5 ROOM,214,PASIR RIS ST 21,04 TO 06,128,Improved,1993,74 years 11 months,425000
2017-08,PASIR RIS,5 ROOM,143,PASIR RIS ST 11,10 TO 12,126,Improved,1995,76 years 05 months,428000
2017-08,PASIR RIS,5 ROOM,145,PASIR RIS ST 11,04 TO 06,125,Improved,1994,75 years 08 months,437500
2017-08,PASIR RIS,5 ROOM,104,PASIR RIS ST 12,10 TO 12,122,Improved,1989,70 years 08 months,445000
2017-08,PASIR RIS,5 ROOM,776,PASIR RIS ST 71,07 TO 09,128,Improved,1996,78 years 02 months,455000
2017-08,PASIR RIS,5 ROOM,151,PASIR RIS ST 13,07 TO 09,127,Improved,1995,76 years 06 months,460000
2017-08,PASIR RIS,5 ROOM,632,PASIR RIS DR 3,04 TO 06,122,Improved,1995,77 years,465000
2017-08,PASIR RIS,5 ROOM,275,PASIR RIS ST 21,07 TO 09,126,Improved,1994,76 years,475000
2017-08,PASIR RIS,5 ROOM,743,PASIR RIS ST 71,13 TO 15,124,Improved,1996,78 years 02 months,490000
2017-08,PASIR RIS,5 ROOM,568,PASIR RIS ST 51,04 TO 06,123,Improved,1992,74 years 04 months,492000
2017-08,PASIR RIS,5 ROOM,747,PASIR RIS ST 71,07 TO 09,121,Improved,1996,78 years 03 months,495000
2017-08,PASIR RIS,5 ROOM,272,PASIR RIS ST 21,04 TO 06,134,Model A,1994,75 years 08 months,500000
2017-08,PASIR RIS,5 ROOM,740,PASIR RIS ST 71,13 TO 15,124,Improved,1996,78 years 01 month,500000
2017-08,PASIR RIS,5 ROOM,564,PASIR RIS ST 51,04 TO 06,123,Improved,1992,74 years 04 months,535000
2017-08,PASIR RIS,EXECUTIVE,204,PASIR RIS ST 21,01 TO 03,147,Apartment,1993,75 years 01 month,520000
2017-08,PASIR RIS,EXECUTIVE,206,PASIR RIS ST 21,04 TO 06,147,Apartment,1993,75 years 02 months,550000
2017-08,PASIR RIS,EXECUTIVE,244,PASIR RIS ST 21,07 TO 09,148,Apartment,1993,74 years 11 months,560000
2017-08,PASIR RIS,EXECUTIVE,239,PASIR RIS ST 21,13 TO 15,147,Apartment,1993,74 years 11 months,575000
2017-08,PASIR RIS,EXECUTIVE,463,PASIR RIS ST 41,01 TO 03,144,Apartment,1992,74 years 04 months,580000
2017-08,PASIR RIS,EXECUTIVE,601,ELIAS RD,04 TO 06,149,Apartment,1995,76 years 07 months,602888
2017-08,PASIR RIS,EXECUTIVE,454,PASIR RIS DR 6,01 TO 03,154,Maisonette,1989,71 years 03 months,609999
2017-08,PASIR RIS,EXECUTIVE,128,PASIR RIS ST 11,04 TO 06,146,Maisonette,1988,70 years 03 months,640000
2017-08,PASIR RIS,EXECUTIVE,537,PASIR RIS ST 51,04 TO 06,149,Maisonette,1992,74 years 04 months,670000
2017-08,PASIR RIS,EXECUTIVE,459,PASIR RIS DR 4,10 TO 12,146,Apartment,1992,74 years 04 months,678000
2017-08,PASIR RIS,EXECUTIVE,466,PASIR RIS ST 41,04 TO 06,156,Maisonette,1992,74 years 04 months,690000
2017-08,PASIR RIS,EXECUTIVE,586,PASIR RIS ST 53,07 TO 09,146,Apartment,1995,77 years 02 months,768000
2017-09,PASIR RIS,3 ROOM,5,CHANGI VILLAGE RD,04 TO 06,66,Improved,1981,62 years 10 months,305000
2017-09,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,04 TO 06,104,Model A,1995,76 years 11 months,375000
2017-09,PASIR RIS,4 ROOM,771,PASIR RIS ST 71,01 TO 03,105,Model A,1996,77 years 11 months,380000
2017-09,PASIR RIS,4 ROOM,634,PASIR RIS DR 1,07 TO 09,104,Model A,1995,76 years 10 months,388000
2017-09,PASIR RIS,4 ROOM,626,PASIR RIS DR 3,07 TO 09,104,Model A,1995,76 years 10 months,390000
2017-09,PASIR RIS,4 ROOM,740,PASIR RIS ST 71,10 TO 12,104,Model A,1996,78 years,395000
2017-09,PASIR RIS,4 ROOM,701,PASIR RIS DR 10,01 TO 03,112,Model A,1996,77 years 04 months,398000
2017-09,PASIR RIS,4 ROOM,272,PASIR RIS ST 21,04 TO 06,107,Model A,1994,75 years 08 months,398000
2017-09,PASIR RIS,4 ROOM,633,PASIR RIS DR 3,01 TO 03,109,Model A,1995,76 years 09 months,400000
2017-09,PASIR RIS,4 ROOM,121,PASIR RIS ST 11,07 TO 09,105,Model A,1989,70 years 07 months,400000
2017-09,PASIR RIS,4 ROOM,451,PASIR RIS DR 6,04 TO 06,104,Model A,1989,71 years,405000
2017-09,PASIR RIS,4 ROOM,417,PASIR RIS DR 6,07 TO 09,103,Model A,1990,71 years 04 months,409000
2017-09,PASIR RIS,4 ROOM,627,PASIR RIS DR 3,10 TO 12,104,Model A,1995,76 years 10 months,410000
2017-09,PASIR RIS,4 ROOM,700,PASIR RIS DR 10,04 TO 06,112,Model A,1996,77 years 04 months,418000
2017-09,PASIR RIS,4 ROOM,760,PASIR RIS ST 71,10 TO 12,105,Model A,1996,78 years,420000
2017-09,PASIR RIS,4 ROOM,570,PASIR RIS ST 53,01 TO 03,108,Model A,1995,77 years 01 month,422000
2017-09,PASIR RIS,4 ROOM,702,PASIR RIS DR 10,10 TO 12,111,Model A,1996,77 years 04 months,438000
2017-09,PASIR RIS,4 ROOM,481,PASIR RIS DR 4,10 TO 12,105,Model A,1992,74 years 03 months,445000
2017-09,PASIR RIS,4 ROOM,562,PASIR RIS ST 51,07 TO 09,104,Model A,1993,75 years,445000
2017-09,PASIR RIS,4 ROOM,521,PASIR RIS ST 52,13 TO 15,108,Model A,1993,75 years 03 months,455000
2017-09,PASIR RIS,5 ROOM,628,PASIR RIS DR 3,01 TO 03,121,Improved,1995,76 years 09 months,400000
2017-09,PASIR RIS,5 ROOM,149,PASIR RIS ST 13,07 TO 09,128,Improved,1995,76 years 05 months,425000
2017-09,PASIR RIS,5 ROOM,766,PASIR RIS ST 71,01 TO 03,128,Improved,1996,78 years 02 months,428000
2017-09,PASIR RIS,5 ROOM,760,PASIR RIS ST 71,01 TO 03,125,Improved,1996,78 years,432000
2017-09,PASIR RIS,5 ROOM,194,PASIR RIS ST 12,10 TO 12,122,Improved,1993,75 years,450000
2017-09,PASIR RIS,5 ROOM,192,PASIR RIS ST 12,07 TO 09,128,Improved,1993,75 years,455000
2017-09,PASIR RIS,5 ROOM,103,PASIR RIS ST 12,04 TO 06,122,Improved,1989,70 years 08 months,465000
2017-09,PASIR RIS,5 ROOM,103,PASIR RIS ST 12,10 TO 12,122,Improved,1989,70 years 07 months,465000
2017-09,PASIR RIS,5 ROOM,747,PASIR RIS ST 71,07 TO 09,121,Improved,1996,78 years 03 months,465000
2017-09,PASIR RIS,5 ROOM,192,PASIR RIS ST 12,10 TO 12,128,Improved,1993,75 years,468000
2017-09,PASIR RIS,5 ROOM,709,PASIR RIS DR 10,04 TO 06,127,Improved,1996,77 years 04 months,470888
2017-09,PASIR RIS,5 ROOM,750,PASIR RIS ST 71,10 TO 12,127,Improved,1996,78 years 02 months,474000
2017-09,PASIR RIS,5 ROOM,552,PASIR RIS ST 51,07 TO 09,123,Improved,1992,74 years 03 months,485000
2017-09,PASIR RIS,5 ROOM,706,PASIR RIS DR 10,07 TO 09,127,Improved,1996,77 years 04 months,488000
